RowID,OrderID,OrderDate,ShipDate,ShipMode,CustomerID,CustomerName,Segment,Country,City,State,PostalCode,Region,ProductID,Category,SubCategory,ProductName,Sales,Quantity,Discount,Profit
2362,CA-32134,2025-06-19,2025-06-21,First Class,C-1623,Customer 2362,Corporate,United States,Los Angeles,California,39336,East,P-2856,Furniture,Bookcases,Product 2362,100.34,2,0.1,10.76
2363,CA-73266,2025-06-20,2025-06-22,Same Day,C-1930,Customer 2363,Corporate,United States,New York,New York,83765,West,P-9412,Technology,Accessories,Product 2363,1942.57,2,0.16,107.78
2364,CA-76840,2025-06-21,2025-06-23,Same Day,C-6674,Customer 2364,Corporate,United States,Houston,Texas,27646,West,P-2031,Technology,Phones,Product 2364,911.33,4,0.24,149.18
2365,CA-50880,2025-06-22,2025-06-24,First Class,C-7725,Customer 2365,Consumer,United States,Los Angeles,California,19360,East,P-6023,Office Supplies,Storage,Product 2365,1720.69,2,0.29,78.02
2366,CA-19453,2025-06-23,2025-06-25,Second Class,C-3285,Customer 2366,Corporate,United States,Chicago,Illinois,63900,West,P-5392,Technology,Phones,Product 2366,729.28,7,0.25,128.91
2367,CA-33090,2025-06-24,2025-06-26,Same Day,C-9581,Customer 2367,Consumer,United States,Miami,Florida,13256,South,P-3668,Technology,Accessories,Product 2367,104.33,9,0.12,16.82
2368,CA-80623,2025-06-25,2025-06-27,Second Class,C-5746,Customer 2368,Corporate,United States,Chicago,Illinois,92860,South,P-2173,Technology,Copiers,Product 2368,1397.39,2,0.26,165.13
2369,CA-97439,2025-06-26,2025-06-28,Second Class,C-5649,Customer 2369,Consumer,United States,New York,New York,85172,South,P-1426,Office Supplies,Storage,Product 2369,96.73,1,0.25,14.45
2370,CA-74430,2025-06-27,2025-06-29,Second Class,C-4159,Customer 2370,Corporate,United States,Miami,Florida,28300,South,P-3604,Furniture,Chairs,Product 2370,1114.51,1,0.27,166.7
2371,CA-93942,2025-06-28,2025-06-30,First Class,C-3392,Customer 2371,Corporate,United States,Chicago,Illinois,29499,East,P-1006,Technology,Phones,Product 2371,295.44,2,0.02,56.78
2372,CA-64030,2025-06-29,2025-07-01,Second Class,C-1532,Customer 2372,Corporate,United States,Los Angeles,California,79147,South,P-1614,Office Supplies,Binders,Product 2372,1348.22,3,0.11,273.95
2373,CA-23891,2025-06-30,2025-07-02,Second Class,C-9866,Customer 2373,Consumer,United States,New York,New York,90148,East,P-2476,Technology,Accessories,Product 2373,1787.55,1,0.01,369.89
2374,CA-27514,2025-07-01,2025-07-03,First Class,C-2443,Customer 2374,Home Office,United States,New York,New York,34768,Central,P-7492,Office Supplies,Paper,Product 2374,1912.41,8,0.1,293.93
2375,CA-76147,2025-07-02,2025-07-04,Standard Class,C-2526,Customer 2375,Home Office,United States,Miami,Florida,70108,East,P-8754,Furniture,Chairs,Product 2375,1065.0,6,0.08,252.19
2376,CA-28955,2025-07-03,2025-07-05,Same Day,C-7981,Customer 2376,Consumer,United States,New York,New York,10229,West,P-5712,Technology,Phones,Product 2376,1074.75,3,0.27,230.21
2377,CA-65923,2025-07-04,2025-07-06,First Class,C-1710,Customer 2377,Consumer,United States,New York,New York,88244,South,P-6019,Technology,Copiers,Product 2377,95.79,9,0.28,14.01
2378,CA-23842,2025-07-05,2025-07-07,Same Day,C-7733,Customer 2378,Home Office,United States,Chicago,Illinois,91856,East,P-4435,Office Supplies,Binders,Product 2378,1544.35,4,0.21,278.2
2379,CA-30901,2025-07-06,2025-07-08,First Class,C-3916,Customer 2379,Home Office,United States,Miami,Florida,73827,East,P-7236,Technology,Accessories,Product 2379,1913.29,9,0.08,311.76
2380,CA-46646,2025-07-07,2025-07-09,First Class,C-5033,Customer 2380,Corporate,United States,Los Angeles,California,32819,East,P-2466,Furniture,Bookcases,Product 2380,887.7,5,0.0,133.35
2381,CA-86444,2025-07-08,2025-07-10,First Class,C-6349,Customer 2381,Corporate,United States,Miami,Florida,64867,Central,P-4690,Technology,Accessories,Product 2381,1591.51,9,0.2,337.66
2382,CA-90286,2025-07-09,2025-07-11,Same Day,C-8104,Customer 2382,Consumer,United States,Houston,Texas,42075,East,P-6326,Office Supplies,Binders,Product 2382,1598.96,8,0.15,134.1
2383,CA-82575,2025-07-10,2025-07-12,First Class,C-2498,Customer 2383,Home Office,United States,Los Angeles,California,41582,South,P-4253,Technology,Copiers,Product 2383,1575.69,2,0.06,329.67
2384,CA-70498,2025-07-11,2025-07-13,First Class,C-4190,Customer 2384,Home Office,United States,Miami,Florida,29466,West,P-9558,Office Supplies,Binders,Product 2384,1522.19,5,0.05,121.91
2385,CA-68758,2025-07-12,2025-07-14,First Class,C-7260,Customer 2385,Consumer,United States,New York,New York,84027,Central,P-6282,Furniture,Bookcases,Product 2385,445.89,1,0.17,89.43
2386,CA-89857,2025-07-13,2025-07-15,Same Day,C-2524,Customer 2386,Home Office,United States,Houston,Texas,35662,West,P-9398,Office Supplies,Binders,Product 2386,1507.82,1,0.04,157.29
2387,CA-84349,2025-07-14,2025-07-16,Standard Class,C-6312,Customer 2387,Corporate,United States,Los Angeles,California,39076,Central,P-3086,Technology,Phones,Product 2387,305.9,3,0.16,51.84
2388,CA-88683,2025-07-15,2025-07-17,First Class,C-2675,Customer 2388,Home Office,United States,Chicago,Illinois,97161,Central,P-5846,Office Supplies,Storage,Product 2388,1430.76,1,0.27,88.6
2389,CA-47561,2025-07-16,2025-07-18,First Class,C-1138,Customer 2389,Home Office,United States,Miami,Florida,16825,South,P-1211,Technology,Copiers,Product 2389,27.01,6,0.24,1.03
2390,CA-96339,2025-07-17,2025-07-19,First Class,C-1118,Customer 2390,Corporate,United States,Miami,Florida,11595,West,P-8058,Office Supplies,Storage,Product 2390,1839.27,6,0.28,311.68
2391,CA-76192,2025-07-18,2025-07-20,First Class,C-4335,Customer 2391,Home Office,United States,Los Angeles,California,30038,West,P-9525,Technology,Copiers,Product 2391,1658.23,5,0.07,414.54
2392,CA-19602,2025-07-19,2025-07-21,First Class,C-9121,Customer 2392,Corporate,United States,New York,New York,36706,Central,P-6589,Furniture,Bookcases,Product 2392,1372.27,9,0.29,243.46
2393,CA-86392,2025-07-20,2025-07-22,Standard Class,C-5225,Customer 2393,Corporate,United States,Los Angeles,California,32310,South,P-4414,Office Supplies,Storage,Product 2393,207.05,4,0.14,14.82
2394,CA-50846,2025-07-21,2025-07-23,Second Class,C-3430,Customer 2394,Corporate,United States,New York,New York,81146,South,P-9521,Furniture,Bookcases,Product 2394,1653.48,3,0.19,145.54
2395,CA-14873,2025-07-22,2025-07-24,Second Class,C-3032,Customer 2395,Home Office,United States,New York,New York,52310,Central,P-2465,Office Supplies,Storage,Product 2395,1752.84,3,0.09,408.51
2396,CA-63353,2025-07-23,2025-07-25,First Class,C-3460,Customer 2396,Corporate,United States,Houston,Texas,31366,West,P-4314,Technology,Phones,Product 2396,1382.22,1,0.3,52.44
2397,CA-82276,2025-07-24,2025-07-26,Same Day,C-1147,Customer 2397,Consumer,United States,Chicago,Illinois,25719,Central,P-6474,Office Supplies,Paper,Product 2397,1952.26,4,0.13,309.3
2398,CA-25961,2025-07-25,2025-07-27,Standard Class,C-7871,Customer 2398,Home Office,United States,Houston,Texas,28540,Central,P-3290,Office Supplies,Paper,Product 2398,203.9,7,0.06,49.63
2399,CA-33266,2025-07-26,2025-07-28,Standard Class,C-9398,Customer 2399,Corporate,United States,Chicago,Illinois,45079,Central,P-5153,Furniture,Tables,Product 2399,1423.13,8,0.17,116.71
2400,CA-70044,2025-07-27,2025-07-29,Standard Class,C-7329,Customer 2400,Consumer,United States,Houston,Texas,11096,South,P-7567,Technology,Copiers,Product 2400,1059.1,6,0.08,83.82
2401,CA-55480,2025-07-28,2025-07-30,Second Class,C-1596,Customer 2401,Consumer,United States,Chicago,Illinois,15349,Central,P-4013,Technology,Phones,Product 2401,308.3,7,0.13,25.6
2402,CA-62650,2025-07-29,2025-07-31,Same Day,C-1805,Customer 2402,Corporate,United States,New York,New York,61012,Central,P-5462,Furniture,Tables,Product 2402,1323.66,5,0.06,297.25
2403,CA-21830,2025-07-30,2025-08-01,Second Class,C-9128,Customer 2403,Consumer,United States,Los Angeles,California,28081,East,P-8200,Furniture,Bookcases,Product 2403,1603.07,8,0.12,410.94
2404,CA-11400,2025-07-31,2025-08-02,Standard Class,C-8647,Customer 2404,Corporate,United States,New York,New York,27101,South,P-1668,Office Supplies,Binders,Product 2404,346.2,3,0.03,34.51
2405,CA-48574,2025-08-01,2025-08-03,Second Class,C-6372,Customer 2405,Consumer,United States,Miami,Florida,45463,South,P-4040,Furniture,Bookcases,Product 2405,1591.11,8,0.09,111.72
2406,CA-14825,2025-08-02,2025-08-04,Second Class,C-8327,Customer 2406,Home Office,United States,Miami,Florida,22299,East,P-2097,Technology,Copiers,Product 2406,204.08,7,0.07,22.34
2407,CA-83272,2025-08-03,2025-08-05,First Class,C-2527,Customer 2407,Corporate,United States,Chicago,Illinois,73336,Central,P-8885,Furniture,Bookcases,Product 2407,1190.97,9,0.28,66.64
2408,CA-65756,2025-08-04,2025-08-06,First Class,C-6928,Customer 2408,Consumer,United States,Chicago,Illinois,49759,South,P-8349,Technology,Copiers,Product 2408,1600.97,6,0.18,67.31
2409,CA-71892,2025-08-05,2025-08-07,First Class,C-6932,Customer 2409,Consumer,United States,Los Angeles,California,79204,East,P-1948,Office Supplies,Storage,Product 2409,308.99,2,0.01,49.69
2410,CA-34592,2025-08-06,2025-08-08,Standard Class,C-6415,Customer 2410,Corporate,United States,Houston,Texas,63099,Central,P-3104,Furniture,Chairs,Product 2410,1151.61,5,0.27,199.95
2411,CA-28769,2025-08-07,2025-08-09,First Class,C-7319,Customer 2411,Home Office,United States,Houston,Texas,15735,South,P-6428,Technology,Phones,Product 2411,861.26,9,0.19,89.15
2412,CA-52417,2025-08-08,2025-08-10,Standard Class,C-3265,Customer 2412,Corporate,United States,Miami,Florida,12839,South,P-4314,Technology,Accessories,Product 2412,1222.41,7,0.1,146.05
2413,CA-78315,2025-08-09,2025-08-11,First Class,C-4087,Customer 2413,Consumer,United States,Chicago,Illinois,62559,Central,P-9931,Furniture,Bookcases,Product 2413,859.96,3,0.11,81.87
2414,CA-61479,2025-08-10,2025-08-12,Standard Class,C-5652,Customer 2414,Corporate,United States,Houston,Texas,45238,Central,P-4920,Furniture,Chairs,Product 2414,516.81,2,0.01,42.42
2415,CA-75970,2025-08-11,2025-08-13,Second Class,C-9138,Customer 2415,Home Office,United States,Houston,Texas,87599,East,P-7994,Furniture,Chairs,Product 2415,522.55,8,0.29,24.74
2416,CA-44881,2025-08-12,2025-08-14,Same Day,C-7816,Customer 2416,Consumer,United States,New York,New York,99707,Central,P-9155,Office Supplies,Paper,Product 2416,1732.11,8,0.26,246.81
2417,CA-78240,2025-08-13,2025-08-15,Standard Class,C-6057,Customer 2417,Home Office,United States,Miami,Florida,77113,East,P-8393,Furniture,Tables,Product 2417,329.78,1,0.02,77.89
2418,CA-19400,2025-08-14,2025-08-16,Second Class,C-7693,Customer 2418,Home Office,United States,Los Angeles,California,76025,Central,P-2636,Technology,Copiers,Product 2418,263.77,2,0.2,37.12
2419,CA-13958,2025-08-15,2025-08-17,First Class,C-2031,Customer 2419,Consumer,United States,Houston,Texas,30667,South,P-1277,Technology,Accessories,Product 2419,212.22,5,0.13,48.2
2420,CA-59601,2025-08-16,2025-08-18,Second Class,C-5620,Customer 2420,Home Office,United States,Miami,Florida,42852,East,P-3959,Furniture,Tables,Product 2420,166.83,5,0.24,20.98
2421,CA-30934,2025-08-17,2025-08-19,Second Class,C-6524,Customer 2421,Consumer,United States,Houston,Texas,69406,East,P-3171,Technology,Accessories,Product 2421,48.69,7,0.19,2.67
2422,CA-46163,2025-08-18,2025-08-20,Same Day,C-8480,Customer 2422,Home Office,United States,Los Angeles,California,66928,West,P-1145,Office Supplies,Binders,Product 2422,337.6,5,0.12,59.72
2423,CA-70312,2025-08-19,2025-08-21,First Class,C-9359,Customer 2423,Home Office,United States,Houston,Texas,89840,South,P-7462,Office Supplies,Binders,Product 2423,401.6,9,0.13,79.93
2424,CA-19729,2025-08-20,2025-08-22,Standard Class,C-7128,Customer 2424,Consumer,United States,Miami,Florida,13302,Central,P-6970,Technology,Copiers,Product 2424,554.05,1,0.2,35.84
2425,CA-60748,2025-08-21,2025-08-23,Standard Class,C-1112,Customer 2425,Home Office,United States,Miami,Florida,93378,East,P-9318,Furniture,Chairs,Product 2425,265.6,5,0.2,38.44
2426,CA-55536,2025-08-22,2025-08-24,Standard Class,C-6509,Customer 2426,Home Office,United States,Houston,Texas,32229,West,P-3650,Office Supplies,Storage,Product 2426,206.43,3,0.17,21.3
2427,CA-61332,2025-08-23,2025-08-25,First Class,C-2967,Customer 2427,Home Office,United States,Miami,Florida,87582,Central,P-6957,Furniture,Bookcases,Product 2427,1092.12,6,0.27,231.71
2428,CA-90696,2025-08-24,2025-08-26,Standard Class,C-1474,Customer 2428,Corporate,United States,Miami,Florida,12045,South,P-2029,Office Supplies,Binders,Product 2428,1443.0,1,0.23,114.41
2429,CA-35458,2025-08-25,2025-08-27,Same Day,C-6126,Customer 2429,Home Office,United States,Los Angeles,California,32923,East,P-8729,Technology,Accessories,Product 2429,1267.77,2,0.04,268.55
2430,CA-92434,2025-08-26,2025-08-28,Second Class,C-2001,Customer 2430,Corporate,United States,Houston,Texas,70765,West,P-5615,Furniture,Bookcases,Product 2430,1122.28,9,0.26,105.6
2431,CA-80184,2025-08-27,2025-08-29,First Class,C-6869,Customer 2431,Consumer,United States,New York,New York,62568,West,P-2715,Furniture,Chairs,Product 2431,892.32,9,0.06,129.25
2432,CA-64966,2025-08-28,2025-08-30,Standard Class,C-7162,Customer 2432,Consumer,United States,Miami,Florida,86791,West,P-5355,Technology,Phones,Product 2432,1275.28,2,0.29,232.49
2433,CA-51540,2025-08-29,2025-08-31,Second Class,C-1289,Customer 2433,Consumer,United States,Miami,Florida,89538,East,P-7057,Office Supplies,Binders,Product 2433,1805.7,4,0.24,410.73
2434,CA-19117,2025-08-30,2025-09-01,Second Class,C-4525,Customer 2434,Corporate,United States,New York,New York,86207,South,P-6991,Technology,Copiers,Product 2434,1262.29,3,0.27,73.95
2435,CA-33902,2025-08-31,2025-09-02,Same Day,C-3099,Customer 2435,Consumer,United States,Miami,Florida,12847,Central,P-3774,Furniture,Bookcases,Product 2435,140.5,8,0.2,18.53
2436,CA-13357,2025-09-01,2025-09-03,Standard Class,C-7385,Customer 2436,Consumer,United States,Chicago,Illinois,45165,Central,P-6850,Office Supplies,Binders,Product 2436,1149.43,1,0.2,188.57
2437,CA-54077,2025-09-02,2025-09-04,First Class,C-7648,Customer 2437,Home Office,United States,New York,New York,51327,West,P-4133,Furniture,Bookcases,Product 2437,1057.94,9,0.07,145.82
2438,CA-44450,2025-09-03,2025-09-05,Second Class,C-3195,Customer 2438,Corporate,United States,New York,New York,16141,Central,P-5885,Technology,Phones,Product 2438,915.01,4,0.19,61.49
2439,CA-24528,2025-09-04,2025-09-06,Same Day,C-6572,Customer 2439,Corporate,United States,New York,New York,98134,South,P-7826,Furniture,Bookcases,Product 2439,1146.21,8,0.13,55.81
2440,CA-56508,2025-09-05,2025-09-07,Second Class,C-2592,Customer 2440,Corporate,United States,Los Angeles,California,83136,West,P-1155,Technology,Accessories,Product 2440,1351.78,8,0.05,74.26
2441,CA-26879,2025-09-06,2025-09-08,Same Day,C-1896,Customer 2441,Consumer,United States,New York,New York,34438,South,P-6465,Technology,Copiers,Product 2441,93.77,6,0.11,14.55
2442,CA-75840,2025-09-07,2025-09-09,Same Day,C-4814,Customer 2442,Corporate,United States,Chicago,Illinois,12150,South,P-9867,Office Supplies,Paper,Product 2442,970.8,9,0.2,118.65
2443,CA-13451,2025-09-08,2025-09-10,Second Class,C-2589,Customer 2443,Consumer,United States,Chicago,Illinois,93380,East,P-2621,Technology,Copiers,Product 2443,1638.11,8,0.26,357.38
2444,CA-73373,2025-09-09,2025-09-11,Second Class,C-6967,Customer 2444,Consumer,United States,Houston,Texas,32270,East,P-2547,Office Supplies,Paper,Product 2444,1070.94,3,0.13,259.03
2445,CA-75689,2025-09-10,2025-09-12,Standard Class,C-5064,Customer 2445,Consumer,United States,Houston,Texas,66705,Central,P-6149,Office Supplies,Binders,Product 2445,154.36,6,0.09,28.49
2446,CA-65192,2025-09-11,2025-09-13,First Class,C-1412,Customer 2446,Consumer,United States,Miami,Florida,91467,West,P-3270,Technology,Accessories,Product 2446,1554.64,2,0.05,249.1
2447,CA-49240,2025-09-12,2025-09-14,Same Day,C-9342,Customer 2447,Home Office,United States,Miami,Florida,27356,East,P-4635,Furniture,Chairs,Product 2447,1883.84,1,0.12,320.49
2448,CA-70892,2025-09-13,2025-09-15,Same Day,C-8669,Customer 2448,Corporate,United States,Chicago,Illinois,69925,Central,P-7750,Technology,Copiers,Product 2448,1706.65,5,0.09,257.96
2449,CA-73368,2025-09-14,2025-09-16,Second Class,C-1548,Customer 2449,Corporate,United States,Los Angeles,California,82228,West,P-2774,Office Supplies,Storage,Product 2449,737.89,7,0.13,87.74
2450,CA-11016,2025-09-15,2025-09-17,Second Class,C-4912,Customer 2450,Consumer,United States,Los Angeles,California,31642,South,P-4895,Furniture,Bookcases,Product 2450,1078.95,6,0.03,212.03
2451,CA-24887,2025-09-16,2025-09-18,Second Class,C-4717,Customer 2451,Consumer,United States,Houston,Texas,99167,South,P-9047,Furniture,Chairs,Product 2451,1190.8,4,0.22,262.48
2452,CA-65093,2025-09-17,2025-09-19,First Class,C-1012,Customer 2452,Consumer,United States,New York,New York,91057,East,P-8192,Furniture,Chairs,Product 2452,1437.28,4,0.0,303.98
2453,CA-86187,2025-09-18,2025-09-20,Second Class,C-3657,Customer 2453,Home Office,United States,Los Angeles,California,74365,South,P-6181,Furniture,Bookcases,Product 2453,1338.82,9,0.21,99.8
2454,CA-59194,2025-09-19,2025-09-21,Same Day,C-5527,Customer 2454,Consumer,United States,Houston,Texas,31131,Central,P-4957,Furniture,Chairs,Product 2454,414.16,3,0.09,63.68
2455,CA-28154,2025-09-20,2025-09-22,Same Day,C-7722,Customer 2455,Corporate,United States,Los Angeles,California,53437,West,P-5885,Office Supplies,Paper,Product 2455,1689.22,2,0.11,140.03
2456,CA-12167,2025-09-21,2025-09-23,Same Day,C-8930,Customer 2456,Corporate,United States,Houston,Texas,38030,West,P-3998,Office Supplies,Storage,Product 2456,1701.38,6,0.05,129.08
2457,CA-29786,2025-09-22,2025-09-24,First Class,C-8871,Customer 2457,Home Office,United States,Los Angeles,California,85588,East,P-5217,Furniture,Tables,Product 2457,820.62,1,0.29,77.15
2458,CA-96954,2025-09-23,2025-09-25,First Class,C-7863,Customer 2458,Consumer,United States,Miami,Florida,78921,Central,P-6762,Technology,Accessories,Product 2458,279.21,2,0.02,27.31
2459,CA-41378,2025-09-24,2025-09-26,First Class,C-7880,Customer 2459,Corporate,United States,Chicago,Illinois,34805,Central,P-2354,Office Supplies,Storage,Product 2459,1224.96,4,0.08,319.87
2460,CA-35310,2025-09-25,2025-09-27,First Class,C-8303,Customer 2460,Home Office,United States,Los Angeles,California,74192,West,P-3431,Furniture,Chairs,Product 2460,727.37,9,0.04,44.67
2461,CA-59845,2025-09-26,2025-09-28,Standard Class,C-1086,Customer 2461,Corporate,United States,Houston,Texas,47955,East,P-6849,Technology,Phones,Product 2461,1487.95,4,0.14,372.42
2462,CA-26450,2025-09-27,2025-09-29,Standard Class,C-7961,Customer 2462,Home Office,United States,Houston,Texas,51460,East,P-5090,Furniture,Chairs,Product 2462,645.0,3,0.17,139.3
2463,CA-74432,2025-09-28,2025-09-30,Standard Class,C-5812,Customer 2463,Consumer,United States,Los Angeles,California,39576,South,P-7218,Technology,Accessories,Product 2463,540.74,1,0.06,58.62
2464,CA-13972,2025-09-29,2025-10-01,Second Class,C-2470,Customer 2464,Corporate,United States,Houston,Texas,68176,Central,P-9745,Technology,Accessories,Product 2464,1738.07,8,0.2,101.7
2465,CA-62432,2025-09-30,2025-10-02,First Class,C-1927,Customer 2465,Corporate,United States,Miami,Florida,44937,South,P-6639,Furniture,Bookcases,Product 2465,1239.32,4,0.17,197.24
2466,CA-58650,2025-10-01,2025-10-03,First Class,C-9322,Customer 2466,Consumer,United States,Chicago,Illinois,16861,South,P-9965,Office Supplies,Binders,Product 2466,190.26,2,0.25,15.92
2467,CA-41996,2025-10-02,2025-10-04,Standard Class,C-1875,Customer 2467,Consumer,United States,Chicago,Illinois,19844,West,P-7933,Furniture,Chairs,Product 2467,1384.94,7,0.27,113.88
2468,CA-98291,2025-10-03,2025-10-05,Standard Class,C-2087,Customer 2468,Home Office,United States,Miami,Florida,34434,Central,P-5387,Furniture,Bookcases,Product 2468,1510.41,1,0.21,230.88
2469,CA-83374,2025-10-04,2025-10-06,First Class,C-1125,Customer 2469,Consumer,United States,New York,New York,60410,Central,P-4247,Technology,Accessories,Product 2469,485.7,3,0.19,64.68
2470,CA-19457,2025-10-05,2025-10-07,Standard Class,C-8697,Customer 2470,Corporate,United States,Chicago,Illinois,81097,West,P-4153,Furniture,Tables,Product 2470,1935.96,5,0.18,280.55
2471,CA-37318,2025-10-06,2025-10-08,Second Class,C-3556,Customer 2471,Corporate,United States,Chicago,Illinois,44950,East,P-2874,Furniture,Chairs,Product 2471,758.26,7,0.05,93.48
2472,CA-71895,2025-10-07,2025-10-09,Second Class,C-8108,Customer 2472,Consumer,United States,Houston,Texas,90353,South,P-2949,Furniture,Tables,Product 2472,1882.34,3,0.26,182.55
2473,CA-80785,2025-10-08,2025-10-10,Second Class,C-9117,Customer 2473,Consumer,United States,Chicago,Illinois,14730,South,P-5386,Furniture,Chairs,Product 2473,601.36,4,0.11,160.49
2474,CA-87712,2025-10-09,2025-10-11,Same Day,C-3803,Customer 2474,Consumer,United States,Miami,Florida,80295,South,P-7117,Technology,Phones,Product 2474,1226.21,5,0.21,143.66
2475,CA-53391,2025-10-10,2025-10-12,Same Day,C-3883,Customer 2475,Consumer,United States,Chicago,Illinois,55111,South,P-4576,Furniture,Bookcases,Product 2475,1044.79,2,0.13,96.12
2476,CA-60740,2025-10-11,2025-10-13,First Class,C-5649,Customer 2476,Corporate,United States,Chicago,Illinois,64580,Central,P-3327,Furniture,Tables,Product 2476,1984.47,9,0.27,327.57
2477,CA-28035,2025-10-12,2025-10-14,Same Day,C-9637,Customer 2477,Home Office,United States,Los Angeles,California,48338,West,P-1952,Office Supplies,Binders,Product 2477,828.54,7,0.12,179.32
2478,CA-36432,2025-10-13,2025-10-15,Standard Class,C-6549,Customer 2478,Corporate,United States,Chicago,Illinois,35988,East,P-9117,Furniture,Chairs,Product 2478,375.0,2,0.17,33.87
2479,CA-52960,2025-10-14,2025-10-16,Second Class,C-6755,Customer 2479,Corporate,United States,Miami,Florida,28689,West,P-8833,Technology,Accessories,Product 2479,1669.75,6,0.06,121.38
2480,CA-48616,2025-10-15,2025-10-17,Second Class,C-2891,Customer 2480,Home Office,United States,New York,New York,94967,West,P-2014,Technology,Copiers,Product 2480,103.25,7,0.17,10.58
2481,CA-39603,2025-10-16,2025-10-18,Same Day,C-6591,Customer 2481,Consumer,United States,Chicago,Illinois,11235,South,P-9641,Technology,Phones,Product 2481,1772.21,4,0.06,302.05
2482,CA-57896,2025-10-17,2025-10-19,Second Class,C-8340,Customer 2482,Home Office,United States,Chicago,Illinois,63916,South,P-4226,Furniture,Chairs,Product 2482,238.97,4,0.24,26.37
2483,CA-95166,2025-10-18,2025-10-20,Second Class,C-1588,Customer 2483,Corporate,United States,Miami,Florida,53485,South,P-6968,Technology,Accessories,Product 2483,1152.58,8,0.11,90.93
2484,CA-18895,2025-10-19,2025-10-21,Second Class,C-4320,Customer 2484,Consumer,United States,Miami,Florida,91623,West,P-5522,Technology,Phones,Product 2484,1432.56,2,0.13,69.97
2485,CA-31323,2025-10-20,2025-10-22,Standard Class,C-5230,Customer 2485,Consumer,United States,Chicago,Illinois,39699,East,P-1098,Furniture,Chairs,Product 2485,685.92,2,0.19,98.02
2486,CA-87120,2025-10-21,2025-10-23,Same Day,C-4326,Customer 2486,Consumer,United States,Houston,Texas,25423,East,P-8072,Furniture,Tables,Product 2486,1692.59,2,0.03,439.42
2487,CA-12508,2025-10-22,2025-10-24,Second Class,C-5639,Customer 2487,Consumer,United States,Los Angeles,California,29097,East,P-5046,Technology,Accessories,Product 2487,1195.54,2,0.09,216.35
2488,CA-50817,2025-10-23,2025-10-25,Second Class,C-2519,Customer 2488,Consumer,United States,Chicago,Illinois,44559,Central,P-6286,Office Supplies,Paper,Product 2488,802.41,7,0.28,154.34
2489,CA-57106,2025-10-24,2025-10-26,Second Class,C-8193,Customer 2489,Consumer,United States,Houston,Texas,77956,Central,P-2596,Office Supplies,Paper,Product 2489,664.22,4,0.26,118.72
2490,CA-81427,2025-10-25,2025-10-27,First Class,C-2256,Customer 2490,Home Office,United States,New York,New York,41304,South,P-7147,Office Supplies,Binders,Product 2490,241.78,5,0.07,30.53
2491,CA-84171,2025-10-26,2025-10-28,Standard Class,C-1819,Customer 2491,Consumer,United States,Miami,Florida,79702,East,P-1474,Office Supplies,Binders,Product 2491,1287.92,8,0.15,167.82
2492,CA-64472,2025-10-27,2025-10-29,Same Day,C-1865,Customer 2492,Home Office,United States,Los Angeles,California,33183,Central,P-9320,Office Supplies,Binders,Product 2492,740.81,7,0.17,163.3
2493,CA-38712,2025-10-28,2025-10-30,Second Class,C-4821,Customer 2493,Home Office,United States,New York,New York,68882,West,P-6093,Office Supplies,Storage,Product 2493,654.71,8,0.09,134.86
2494,CA-82262,2025-10-29,2025-10-31,Standard Class,C-6615,Customer 2494,Home Office,United States,Chicago,Illinois,89783,West,P-2493,Technology,Phones,Product 2494,1900.9,5,0.1,324.8
2495,CA-56402,2025-10-30,2025-11-01,Second Class,C-9066,Customer 2495,Consumer,United States,Houston,Texas,16487,South,P-5126,Office Supplies,Storage,Product 2495,560.14,8,0.29,114.08
2496,CA-89041,2025-10-31,2025-11-02,Same Day,C-1668,Customer 2496,Consumer,United States,Los Angeles,California,61168,West,P-6983,Technology,Phones,Product 2496,1755.6,1,0.04,103.93
2497,CA-57695,2025-11-01,2025-11-03,Same Day,C-6481,Customer 2497,Consumer,United States,Chicago,Illinois,92628,Central,P-5153,Furniture,Bookcases,Product 2497,1950.29,5,0.27,376.17
2498,CA-28081,2025-11-02,2025-11-04,First Class,C-9748,Customer 2498,Consumer,United States,Chicago,Illinois,51463,East,P-4102,Furniture,Bookcases,Product 2498,1649.03,2,0.11,190.3
2499,CA-48026,2025-11-03,2025-11-05,First Class,C-4718,Customer 2499,Corporate,United States,Houston,Texas,49883,Central,P-1857,Technology,Accessories,Product 2499,58.64,5,0.07,11.58
2500,CA-16294,2025-11-04,2025-11-06,First Class,C-4592,Customer 2500,Corporate,United States,Los Angeles,California,54188,Central,P-4231,Furniture,Bookcases,Product 2500,1739.88,2,0.08,446.2
2501,CA-54504,2025-11-05,2025-11-07,First Class,C-6047,Customer 2501,Consumer,United States,Chicago,Illinois,69144,South,P-9846,Office Supplies,Paper,Product 2501,442.56,6,0.08,56.4
2502,CA-15125,2025-11-06,2025-11-08,Second Class,C-5601,Customer 2502,Corporate,United States,Miami,Florida,41178,East,P-8142,Technology,Copiers,Product 2502,719.49,9,0.09,113.78
2503,CA-17493,2025-11-07,2025-11-09,Standard Class,C-5002,Customer 2503,Consumer,United States,Houston,Texas,44542,West,P-2011,Office Supplies,Storage,Product 2503,1983.33,2,0.08,238.41
2504,CA-46379,2025-11-08,2025-11-10,Second Class,C-8991,Customer 2504,Consumer,United States,Miami,Florida,98008,East,P-7934,Technology,Accessories,Product 2504,821.86,2,0.25,139.34
